喂遲啲去唔去旅行啊	ssssssbes
"所以我記得我細個嗰陣時呢嘩揸住個毫子好開心所以我對於嗰啲毫子呢	sbesbesbebmesssssbesbebesbessbes
我以前收到啲毫子呢𠻺最鍾意睇佢年份嘅即係揾揾啲年份即係唔知點解	sbesssbesssbessbesbesssbebessbe
睇呢睇啲年份噉樣嘅嘢	ssssbebess
其實我其實我不嬲都冇留意年份	besbesbessbebe
係啊	ss
我我總言之我覺得嗰陣時揸住個毫子我只係覺得可以買到好多嘢啊	ssbmesbebmesssbesbebebessbess
冇諗過收起嗰個毫子佢第日會點啊或者嗰年誒出嗰個毫子出得好少	sssssbebesbesssbessssbebessss
哦梗係冇喇我都唔會𠸏	sbesssssss
係佢轉嘞即係臨轉話唔會再用𡃉嚹噉我就會起一個噉樣囖	ssssbessssssssssssssssbes
係囖嗰啲就會有啲囖	ssbesssss
不過而家都其實毫子嗰啲佢好點講呢	bebesbebebesssss
佢好衰𡃉	ssss
你係要靚嗰啲完全未用過即係	ssssbebesssbe
嗰啲先值錢	besbe
點樣呢	bes
你喺銀行換返來呢就即刻揾個套封咗佢收埋佢噉嗰啲呢就可以保存得到	ssbesbessbessssssbessbessbebebe
你用得兩用嘅話即係轉多兩轉已經掂咗啲人氣手氣之後呢就已經冇價值	sssssssbessssbesssbebebessbesbe
不過都重有人收購而家	bessssbebe
而家只要你係女皇頭佢就要𡃉嚹	bebessbessssss
不問年份	ssbe
係咩	ss
有啲噉嘅嘢咩	ssssss
有啊喺乜嘢旺角嗰度日日嗰啲唔知係唔係大陸人來嘅走落來黏	sssbebebebebesssbebessssbes
你就俾一拃佢佢咪照數俾你囖你俾十個佢佢俾四蚊你噉樣囖喀	sssssssssssssssssssssssbess
喀如果佢好彩嘅揾到啲譬如你唔知有乜嘢年份嘅話你咪成拃賣俾佢嘅	sbesbessssbessssbebebessssssss
唔係吖有啲冇女皇嘅嗰啲乜嘢啊	bessssbesbebes
十蚊紙啊嗰陣時夠又話又炒喇嗰陣時誒前前嗰排	ssssbmessssssbmessbme
十蚊紙佢係嗰陣時佢係炒嗰啲乜嘢呢	sssssbmesssbebes
嗰啲	be
直版嗰啲吖嗎	bebess
直版未用過嘅如果你有得順序連埋霖把𠻺重好𠻹	bessssbesbebessbessss
我有啊我有好多啊	sssssbes
你千祈唔好摺咗佢諗住易躉啊	sbessssssssss
我有好多啊	ssbes
一摺咗就冇𡃉嚹	sssssss
我媽咪俾我𡃉	sbesss
佢嗰陣時呢誒唱來呢係係愛來包利是嘅	sbmessssssssssbes
係前兩年嗰陣時即係十蚊紙重係好興𠺢嗎前兩年嗰陣時唱定𡃉呢噉𠻺擺喺度	sbmebmebesssssssssbmebmesssssssbe
未摺過嘅	ssss
未摺過𡃉噉跟住後尾誒今年嗰陣時即係舊年其實舊年已經開始派廿蚊	sssssbebesbebmebebebebebebesss
唔知幾時喇	ssbes
總之哩兩年都已經係廿蚊紙即係唔會再出十蚊𡃉喇	bessssbessssbessssssss
有𡃉有價錢𡃉而家	sssbesbe
係啊噉所以就我話"哎吔你俾我嘞我幫你賣咗佢嘞	sssbessssbesssssssssss
唔只值十蚊𡃉而家我好似見過佢唔知高幾多價錢收購𡃉係高啲𡃉所有	bessssbesbessssssbebebesssssbe
儲兩張咪算囖	ssssss
係囖吓	sss
儲兩張咪算	sssss
唔係有十張度囖好似	besssssbe
哦十張度	ssss
十張定廿張我唔記得咗嚹	ssssssbmess
如果有啲靚霖把就賣得貴啲嘅	besssbessssss
噉又冇靚霖把嚹	ssssbes
十張廿張度喇唔記得咗嚹係咁上下喇	ssssssbmesssbmes
重值錢啲	sbes
重值錢過而家	sbesbe
𠻺吓𠻺吓	ssss
得未	ss
差唔多喇	bmes
啲人係噉過咗我喎	ssbessss
噉係噉跑好似跑即係跑唔到噉樣囖	sbesbesbesssbes
唔知點解	ssbe
喀	s
我都應該有問題嘅覺得自己	ssbesbesbebe
跟住後來呢我就停咗啊直程	bebessssssbe
即係跑都冇跑到吖嗎	besssssss
跟住睇下隻鞋原來嗰隻鞋呢就誒甩咗喇個底直程	bessssbesssssssssssbe
即係剩返少少噉樣3住喎	bessbebesss
跟住後來呢我唔想跑𡃉嚹	bebesssssss
個係噉嗌我誒誒即係○埋佢喇	sbessssbessss
完成埋佢	bess
跟住慢慢行趷趷下趷咗返去吖嗎	bebessssssbess
喀	s
跟住後來呢就有人幫我誒整嗰啲嘢囖	bebessssssssbess
跟住後來我直程行唔到嘍	bebesbessss
有個男仔孭我走喇	ssbessss
吓	s
咁緊要呀	sbes
係啊	ss
跟住喀	bes
會唔會影響你日後𡃉	sssbesbes
有啊	ss
嗰誒我初頭就去睇跌打嘅	sssbesssbes
跟住誒即係即刻搭的士去睇跌打喇嗰日	besbebesbessbesbe
吓	s
嗰時係新年來𡃉我記得差唔多新年	besbesssbebmebe
總然之第一日就未係新年嘅	bmebessssbes
但係之後唔知放乜嘢假定係新年假	bebesssbesbebes
嗯	s
噉我就冇我包咗包紮咗幾次就冇去到囖	sssssssbessssssss
係	s
咦李生	sbe
我過開來同阿誒整嗰部機	sssssssssss
你哋哩度入唔入到	bebessss
頭先入到朝頭早	bessbme
喀朝頭早入到喀	sbmesss
哦即係掂啊	sbess
喀	s
係啊	ss
晏晝未試過	besss
哦	s
唔該你	bes
好喇唔該晒	ssbes
死喇	ss
反彈得好犀利	bessbe
拜拜講𡁵乜嘢啊跟住	bessbesbe
講𡁵你睇跌打	ssssbe
喀	s
跟住睇咗幾次跌打冇睇到喇嗎跟住	bessssbesssssbe
一來我又覺得好痛	bessbess
佢呢係噉撳我隻腳喇	ssbesssss
跟住佢話唔知唔係撳𠸏	bessssbess
係按摩噉樣嗰啲喇	sbebebes
喀	s
幫你屈下噉樣	ssssbe
佢會唔會呢即係好似即係誒拉住你隻腳然後大力一剒嗰隻	sssssbebebessssssbebessss
會啊會啊就係噉樣囖嘩痛到我呢誒眼淚水都標埋出來	ssssssbesssssssbmesssbe
眼水	be
我我通常痛嗰啲我唔會喊𠺢嗎	ssbesbessssss
喀	s
誒噉但係嗰次呢都係噉標眼水喎	ssbebessbesbes
但係梗係冇喊喇	bebesss
噉跟住誒佢係噉問我有冇好啲喎	sbessbessbesss
但係嗰時呢因為我嗰陣時呢又係成日我會我會年年呢都好似有機會會扭親噉樣	bebesbesbmesssbessssbessbesbesssbe
哦	s
嗰個人呢同我講呢佢話如果即係譬如誒你摸嗰個位呢譬如你見到有少少	bessssssssbebebesssbessbessssbe
喀	s
佢話如果你摸落去呢嗰個位呢重係㷫嘅話呢即係其實你係未好返𡃉啝	ssbessbesbesssssbesbebesssssss
噉我又唔知啊	ssssss
嗰時不過有個朋友呢做物理治療吖嗎噉𠻺即係物理治療師吖嗎噉誒佢就幫	bebessbessbmmessssbebmmmesssssss
噉跟住佢話即係佢係噉講過啲乜嘢英文乜嘢乜嘢乜嘢有個	sbessbesbesssbebebebebess
咪有個喺你個上邊嘅嗰度噉講喇	ssssssbesbesss
乜嘢叫做啊	bebes
乜嘢撕裂𡁜中文叫做	bebesbebe
跟住我話喀噉中文叫做乜嘢啊	bessssbebebes
跟住佢話韌帶撕裂	bessbebe
韌帶即係係唔係係唔係筋啊	bebesbesbess
我唔知啊	ssss
喀總言之係誒佢話拉長咗	sbmesssssss
噉呢最好以後就唔好做劇烈運動噉樣講囖	ssbebessssbebebess
嗯	s
噉我由中五開始就冇乜跑過囖	sssssbessssss
哦	s
即係有參加但係誒都有攞獎但係就冇以前參加咁多囖	besbebesssssbessbebesss
噉有冇有冇人教即係教你誒跑嘅時候應該點樣呼吸啊應該點樣跑啊噉樣	sbebessbesssssbebebebesbebessbe
你唔會注重哩啲𡃉喎我覺得	sssbebesssbe
係咩	ss
冇冇教練嗰啲𡃉	ssbebes
即係我諗啲朋友譬如上體育堂完嘅時候自己跑得嗰啲人呢就會自己玩𡃉囖	besssbebesbesssbebessbessssbesss
即係自己喺度誒鬥下噉樣囖	bebebesssbes
其他嗰啲同學唔跑嗰啲跑一陣又偷雞啊走咗第二啲路啊噉樣	bebebessbesbesbesssbesssbe
噉任你任你唔係喎	sssssbes
圍村跑囖我哋以前	ssssbebe
冇老師睇住你哋即係	sbessbebe
有佢邊度會跑吖	ssbesss
佢咪喺嗰度學校等你返來囖	sssbebessbes
但係你中途跑到點樣大家都唔知𡃉喇	besbessbebesssss
哦即係哦你哋唔係喺返學校入邊跑嘅	sbesbebessbebess
唔係啊	bes
圍住幾個屋村跑囖	ssssbess
哦	s
即係計時間啊邊個最快返啊噉樣囖	besbesbessssbes
因為我覺得嗰啲誒嗰啲朋友呢好玩啲𡃉喎即係跑步嗰啲	besbebesbebesbesssbebebe
我想跑步啊但係呢我驚呢越跑越粗啊對腳會唔會𡃉	ssbesbesssssssssssssss
我諗係體質嘅問題	sssbesbe
我識得嗰個人佢跑樣樣都好叻嘅但係佢好瘦𡃉喎	sssbesssbessssbesssss
會唔會呢	ssss
誒我嗰陣時聽過朋友講呢佢話如果你係誒點講呢即係你係呢直程	ssbmessbessssbessssssbesssbe
但係佢話如果你每日誒譬如跑十五分鐘嘅或者跑廿分鐘嘅佢話應該就會	bessbesbesbesbebesbessbesssbess
我覺得唔係我覺得係體質嘅問題喎	sbebesbesbesbes
不如繼續頭先講嘅嘢喇	bebebessss
好吖好吖好吖	ssssss
噉係喇講返我哋近況吖	sssssbebes
好啊	ss
噉係喇你講先喇	sssssss
好吖	ss
你而家做𡁵啲乜嘢啊	sbesssbes
我而家呢就做𡁵翻譯嘅	sbessssbes
嗯	s
噉就政府中文主任	ssbebebe
嗯	s
都開頭做嗰時幾開心𡃉	sbesbesbes
即係個人工又好喇	besbesss
喀	s
福利又高喇	besss
福利	be
其實冇乜福利𡃉咋喎	bessbesss
係	s
係睇醫生唔使俾錢吖	ssbebesss
即係做政府嗰啲公務員吖嗎	besbebebmess
啊咁好呀唔使俾錢	ssssbess
唔使俾錢	bess
但係最尾呢而家就算病都唔會去睇點嗰啲	besssbebesssssssbe
點解啊	bes
啲藥太難食啊	sssbes
好差呀	sss
嗰啲藥水係啊好恐怖	bebesssbe
我直頭呢已經唔敢再睇政府醫生嚹	sbesbessssbebes
同普通嗰啲藥有乜分別啊	sbebesssbes
其實所有藥都難食𠺝	bebessbes
誒係非常之難食	ssbmebe
因為係冇糖水𡃉囖	bessbess
係呀	ss
係啊	ss
哎吔	be
入唔到口啊根本就	sssssbes
好多	be
你好想嘔返出來𡃉	sssssbes
哦	s
係啊	ss
逼你哋要俾錢睇醫生	sbessssbe
冇得享用哩個福利	bebebebe
都有啲同事都會𠸏	sssbesss
啲同事咪話囖如果唔咳嘅唔使食咳藥水呢就會睇政府醫生	sbesssbesssbesbmessssbebe
如果要會係咳呢就唔會睇囖	bessssssssss
寧願自己俾錢睇私家醫生	bebesssbebe
哦	s
係啊	ss
噉都賺咗好多個月錢吖冇乜所謂吖	ssssbessssssbes
都抵𠸏	sss
都彌補到睇咁多噉喇	sbessssss
彌補你嘅創傷	bessbe
少少喇	bes
係喇	ss
噉你呢	sss
你份工點啊	sssss
誒我哩份睇下先我其實呢就初初做呢我就喺間雜誌社做嘅	ssssssssbessbessssssbmess
噉但係做啱啱啱啱過咗呢即係三個月噉𠻺啱啱哩度又請	sbesbebesssbesssssbebess
即係而家轉做東亞銀行嚹	bebessbmmes
喀	s
喀	s
喀	s
喀	s
噉請噉𠻺梗梗係走𡃉喇	sssssbesss
人工又高啲	besss
噉又真係我好鐘意做銀行啊自己	ssbessbesbesbe
喀	s
噉就誒佢而家我哋個部門呢就叫企業傳播部	ssssbebesbesssbebes
噉即係其實等如人哋嘅公關部啊噉樣	sbebebebesbessbe
嗯	s
嗯	s
噉就誒我哋好多嘢搞𡃉	sssbebesss
即係總之同銀行呢個啊或者有關嘅嘢呢都會誒都	bebesbesssbebesssssss
我忽然間諗起啲嘢呢我係唔係唔應該講咁多嘢呢	sbmesssssssbesbesssss
我諗冇所謂啊	ssbmes
係喇	ss
噉誒係嘞噉誒我哋有啲乜嘢做呢	ssssssbessbess
喀	s
誒出啲喇搞喇誒同埋啲啊	sssssssbess
有時例如啲推廣日啊	bebesbmes
喀	s
誒即係啲分行啊延長服務時間啊即係我哋都會去誒去做籌劃者囖	sbesbesbebebesbebessssssbess
即係去幫所有聯絡啊噉樣喇	bessbebesbes
噉然之後就誒有時呢就會搞一啲即係新嘅產即係唔係產品嘅即係新嘅服務	sbmessbessssbebesssbebebesbessbe
即係例如最近搞一啲喇上網喇	bebebesbesbes
都唔係最近𡃉上年年尾開始搞𡃉嚹	sbebesbebebesss
噉然之後呢同埋會搞一啲誒即係嗰啲叫乜嘢啊	sbmesbessbesbebesbes
啊	s
即係誒喺啲銀行呢你咪見到有啲機呢擺咗喺度俾人撳撳撳來問嘢	besssbesssssssssssbessssssss
交錢嗰啲	ssbe
喀即係啲查詢𠻺銀行服務查詢啊	sbesbesbebebes
即係你自己自動嘅自己撳嘅	besbebesbess
即係你撳個嗰個螢光幕呢佢就會出啲嘢俾你睇噉樣	besssbebmessssssssssbe
你一路撳撳撳囖查嘢啊	sbesssssss
我哋而家就喺度又搞𡁵嗰啲嘢囖	bebesbesssbess
噉係喇即係好啲啲都好密囖	sssbesssssss
一路一浪就接一浪𡃉囖所以就都好忙喇	bebesbmessbesssss
即係成日都會即係尤其是趕嗰輪	bebessbebmesbe
趕嗰輪呢即係就來到到日子要推出嘞噉嗰輪就晚晚都要開啊噉樣	sbesbebessbesbessbesbessssbe
即係成人做	besss
唔會係唔會話一個人孭晒成個	sssssssssssbe
其實係一個人誒即係譬如係一個就係誒跟一個	besssssbebesssssssss
嗯	s
嗯	s
噉就佢下邊可能有一個人或者兩個人幫手	sssbebessssbesssbe
噉嗰人去跟個囖	sssssss
但係通常一個人即係一個唔只跟兩個唔唔只跟一個𡃉	bebesssbessbessssbessss
可能一跟跟幾個𡃉	bessssss
噉所以呢嗰人呢可能有一個人又負責一個自己	sbessssbesssssbessbe
喀	s
係	s
係啊	ss
係啊	ss
噉好似我我個噉呢本來我哋嗰人呢就跟同	sbesssssbebessssss
喀	s
噉而家搞搞下呢就變咗跟我就跟	sbesssssssssss
即係一個人搞晒囖	bessssss
因為誒啲嘢實在太相似啊	besssbesbes
噉好容易亂囖	ssbess
噉就誒為咗唔好亂啲嘢就跟得足啲噉就分開嘞	sssbessssssssssssbes
佢跟我跟噉樣囖	ssssbes
好玩好多	bebe
係啊	ss
即係又對住好多人	besssbes
係啊對住好多人	ssssbes
不過有時都幾勞氣啊	bebessbes
即係呢即係成日要催人哋俾料囖	besbebessbesss
即係因為我哋誒出街嗰啲嘢係個嘅服務啊嘅產品都會出𠺢	bebebesbebessssbessbessss
3有電話啊我哋暫停下先	ssbesbebess
好嘞我哋可以繼續	ssbebebe
嗯	s
噉頭先講到呢就話同啲人聯絡喇	sbessssssssbes
噉就即係成日追囖啲嘢	ssbebessss
即係佢哋唔會自動自覺俾你𡃉	bebessbmmesss
一定要你催啊噉樣囖	bessssbes
喀	s
即係一味喺度跟啊	bebebess
都有時幾煩𡃉	sbesss
即係如果玩但係有時就好煩囖	bebesbebessss
有冇養寵物𡃉王美美	besbessbe
有	s
養咗兩隻狗	sssss
真㗎	ss
乜嘢樣𡃉	bess
乜嘢狗啊	bess
誒一隻西施一隻拉薩	sssbessbe
西施𠻺點樣樣𡃉	besbess
好細隻好多毛嗰啲	ssssssbe
西施佢○但係我剪晒佢啲毛	bessbessssss
嘩	s
乜你咁殘忍𡃉	sssbes
唔係	be
熱嚹夏天	ssbe
夏天吖嗎	bess
不過熱天要剪𠺢嗎	bebessss
如果唔係會甩晒啲毛	bebesssss
熱你都涼開冷氣俾佢吖嗎	sssssbessss
開冷氣	sbe
夜晚先開𠺢嗎	bessss
有個冷有個冷氣掣俾佢𠺢嗎	sssssbesssss
你都唔都唔愛錫啲生物𠸏	sssssbesbes
哩個唔哩個唔係𠸏都冇生命	besbebesssbe
咪俾你個心佢	ssssss
噉你唔係𠺝	ssbes
噉你噉你要照顧佢𠿪啲寵物	sssssbesssbe
我阿媽喺度吖嗎	sbebess
我阿媽喺屋企啊	sbesbes
係係咩	sss
你阿媽照顧你啲寵物㗎	sbebessbes
係啊	ss
但係唔適當嘅照顧剪鬼晒人哋啲毛	besbesbesssbess
○會唔會病𡃉	ssssss
你揾獸醫幫佢剪定還是自己剪	ssbessssssbes
梗係獸醫獸醫	bebebe
嘩	s
點會獸醫剪𡃉	ssbess
咁嘥錢	sss
係啊	ss
唔係獸醫	bebe
講錯囖	sss
係囖	ss
好麻煩𡃉養狗	sbesss
通街走噉整到啲毛甩晒啊噉	bessssssssss
好鬼核突啊	ssbes
成成間屋都係狗嘅味道啊噉樣	ssssssssbesbe
係啊	ss
眾叛親離𡃉整到自己	bmmesssbe
啲毛啲毛甩成日唔可以喀	sssssbesbes
即係冬天要着褸呢一定要掃晒啲毛先出得街	bebessssbesssssssss
着褸	ss
狗要着狗冬天要着褸𡃉咩	ssssbesssss
冬天啊	bes
我啊	ss
人啊	ss
人着褸啊	ssss
帶有狗嘅味同埋毛啊喺件褸上邊啊	sssssbesssssbes
點解入埋衣櫃度𠸏	bessbess
喺衣櫃裏邊取暖	sbebebe
點解你隻狗會整到你你件褸有狗毛	besssssssssssbe
唔係啊	bes
周圍飛𡃉啲毛	bessss
噉你會唔會打乞嗤𡃉啲狗毛飛啊飛咗你個鼻嗰度	sssssbmessbesssssssbe
應該冇事	bebe
應該慣咗𡃉嚹應該	bessssbe
冇	s
慣咗嗱	sss
噉但係會唔會食食下飯發覺有啲狗毛嗰啲	sbesssssssbessbebe
會𡃉	ss
有可能𡃉	sbes
哎吔	be
佢可以容忍啊佢	sbebess
冇辦法喇	sbes
養佢就要乜嘢都鍾意佢啲缺點	ssssbesbessbe
哦	s
但係你其實你其實你屋企係唔係個個人都鍾意哩隻寵物嘅先	besbesbesbesbebessbessbess
係啊	ss
唔鍾意都唔會養喇	sbesssss
但係唔會唔會話有啲人唔鍾意有啲人唔鍾意𡃉咩	besssssbessbebessbess
嗯	s
有啲人吖嗎	sssss
我老竇囖	sbes
你老竇呀	sbes
唔鍾意佢鍾意貓多啲	sbesbesss
佢鍾意大隻啲	sbebes
吓	s
鍾意狗大隻啲	besbes
重有兩隻西施	ssssbe
重有一隻乜嘢啊	ssssbes
拉薩	be
拉薩幾大隻啊	besbes
幾大隻	sbe
嗯兩尺半度喇	ssssss
喀	s
有冇打交啊	bebes
兩尺半呀	ssss
會𡃉	ss
有冇諗過養曲架狗	besssbme
想	s
我想我想養養大狗	ssssssss
好過癮𡃉我覺得曲架	sbessbebe
有個人呢拖住條曲拖住隻曲架狗周街走呢好過癮	sssssssssssbmebesssbe
噉跟住有又有一隻呢好似芝娃娃定乜鬼啊好細隻冇毛嗰啲呢	sbessssssbebmesbessbessbes
嗯	s
好似"六合彩"噉佢	besbmesss
成日噉樣黑成日噉唔知點解成日都揩住佢𡃉喎	bebesbesssbebessssss
好奇怪	sbe
噉嗰隻但係嗰隻曲架狗又唔睬佢𡃉喎	sssbessbmessssss
點睬啊	sss
佢咁高佢咁矮	ssssss
唔係	be
譬如有隻狗吖佢佢自己噉行街啊	bessssssbesbes
跟住另外一隻狗好似打游擊噉耐唔耐揩下揩下揩下佢	bebesssbebmesbmesssssss
跟住又走開啊	besbes
揩下佢噉就走開	sssssbe
好似親熱噉樣	bebebe
好似好似好似好奇怪	bebebesbe
噉但係明明唔同種族𡃉喎兩隻狗	sbebebebesssss
想搞啲乜嘢	sssbe
狗都冇種族歧視	sssbmme
想搞啲乜嘢呢	sssbes
你有冇養啊	sbess
我	s
細個就養貓養過龜養過雀仔養過蠶蟲	bessssssssssssbe
死晒	ss
全部死晒	bess
蠶蟲	be
係啊	ss
俾你整死晒	sssss
我都養過好多	ssssbe
我養過兔仔啊	ssssss
跟住我家姐養嗰啲葵鼠呢多到呢○	besbesbebesssss
天竺鼠定拎去賣吖嗎可以	bmessssssbe
不停噉喺度繁殖	besbebe
你都唔同佢沖涼梗係喇	sssssbebes
我家姐沖涼吖嗎嗰啲	sbebessbe
即係我家姐同佢沖啊	besbessss
我好憎哩啲嘢因為成陣味又好污糟又臭	sssbesbesssssbess
跟住養隻兔仔呢跟住買咗隻細嘅狗返來呢	besssssbessssssbes
兔仔好易死𡃉	ssssss
""兔仔生好多生得好快𡃉喎	sssssbessssss
隻隻兔仔好一隻啫噉樣好在	ssbessssbebe
唔係啊	bes
係囖	ss
噉但係隻狗咬死咗隻兔仔	sbessssssbe
有冇抹嘴啊佢	bessss
冇冇	ss
隻兔仔就咬爛咗個單車	ssssssssbe
啊	s
噉你架單車有冇咬死你隻狗	sssbebesssss
單車咁軟𡃉咩	bessss
單車嗰個座墊啊	bebebes
噉佢咬爛咗個座墊啫	ssssssbes
佢喺度磨牙喺度	sbessbe
當蘿蔔啊	sbes
磨牙	ss
你隻兔仔	ssss
隻兔仔啊	ssss
嗱好明顯你照顧得佢唔好喇	ssbesbesssss
肚餓啊佢	bess
唔係喎	bes
佢係哩啲天性來𡃉喎喺度磨尖啲牙	ssbebesssbessss
噉你咪俾噉你咪俾正常嘅嘢佢磨牙囖	ssssssssbessssss
係囖	ss
係囖	ss
咪我嗰部單車囖	ssssbes
好明顯你照顧得佢唔夠好喇	sbesbessssss
唔係啊	bes
好好	ss
俾條單車鏈佢磨吖嗎	ssbmessss
好細個嚹嗰陣時誒好多年前	sbesbmesbess
你好細個定佢好細個啊	ssbesssbes
我嗰陣時好細個	sbmesbe
哦你好細個	sssbe
跟住買咗隻狗仔返來咬死咗隻兔仔	besssbebessssbe
跟住有養龜喎又通街躝𠻹𡃉通屋躝	besssssssssssss
好慢𡃉喎但係	ssssbe
但係你都覺得煩厭	bessbebe
噉有隻嘢喺度爬下爬下	ssssbessss
無端端睇下電視有隻嘢爬去腳邊啊	bmessbessssssss
唔係幾得意啊	besbes
幾大隻	sbe
誒養咗幾年嚹	ssssss
開始變大隻	besbe
好似手掌咁大	bebess
俾隻老鼠""俾隻老鼠老鼠拉龜啊	ssbessssbebmmes
果然喺度吹水啊	bebebes
唔係啊	bes
真係啊	bes
隻老鼠整盲咗隻龜啊	sbessssss
跟住隻龜死咗	bessss
你又知道有老鼠	ssbesbe
唔知啊	sss
你啲屋企人講𠸏	ssbmess
唓	s
呃你呀	sss
佢話老鼠整盲咗隻龜隻眼	ssbesssssss
噉隻龜呢變咗簜失咗路呢柄咗喺個櫃底嗰度	ssssssbesssssssssbe
唔識出來揾嘢食啊	ssbebmes
梗係唔係喇	bebes
吓	s
我"寧願"屋企人煲咗隻龜	ssbesbmessss
跟住隻龜死咗嚹噉𠻺飲咗佢	bessssssssss
""報警吖	ssbes
搞笑	be
有冇養魚啊	besss
我好鍾意養魚	ssbess
不過而家冇時間	bebesbe
養魚呀	sss
好細個就養過囖	sbessss
各種類型嘅魚都有	ssbessss
好好嘥時間囖	sssbes
錦鯉啊我以前養過	bessbess
錦鯉係啊	bess
黑毛你都養過	bessss
有啊	ss
有啊	ss
佢不停噉繁殖啊	sbesbes
有啊有啊有	sssss
